cost: 7380
33,0
9,0
18,0
95,0
90,0
65,0
78,0
51,0
57,0
19,0
67,0
88,0
92,0
13,0
16,0
8,0
83,0
76,0
3,0
17,0
25,0
80,0
54,0
44,0
114,0
40,0
56,0
32,0
96,0
118,0
159,0
74,0
147,1
4,0
31,0
28,1
39,0
149,1
36,0
99,1
6,2
41,1
126,2
23,2
30,3
61,2
94,3
100,3
12,2
27,2
49,4
10,2
14,3
89,3
154,3
43,2
7,3
72,3
84,3
87,4
37,3
69,2
155,1
21,1
63,1
86,1
129,3
64,2
71,5
175,5
34,3
79,4
66,4
173,6
172,4
35,3
97,4
176,4
146,4
158,4
42,4
93,5
82,4
59,4
1,3
52,5
53,6
26,6
127,7
91,7
178,6
121,5
73,4
68,4
206,5
2,5
22,5
11,8
70,8
133,8
103,7
161,7
167,8
50,7
168,7
45,8
48,7
60,7
145,8
85,5
107,9
123,9
122,8
47,7
125,7
190,7
191,7
46,10
75,11
102,12
109,12
128,12
58,12
15,13
138,15
162,15
150,13
20,12
77,12
166,12
81,12
208,12
38,11
98,10
156,10
29,10
55,10
24,10
194,11
5,9
62,9
119,9
182,9
124,8
135,9
165,9
170,7
179,9
180,10
204,10
139,9
169,10
210,9
185,10
106,8
241,8
321,8
326,8
177,8
137,8
401,8
153,8
184,9
215,9
293,8
171,8
246,9
301,10
142,8
193,8
195,8
212,11
163,14
283,14
294,14
346,14
207,13
200,12
258,12
224,11
264,11
393,16
394,15
181,15
353,15
160,14
113,13
262,11
130,10
198,14
302,15
164,14
327,13
375,13
117,12
276,12
376,12
111,11
197,11
303,14
233,15
270,15
345,13
151,12
174,14
213,14
316,14
378,14
383,14
108,16
141,17
267,17
281,18
116,17
134,17
148,17
199,16
205,16
305,17
285,18
319,18
317,18
381,19
131,17
214,18
187,18
232,17
237,19
407,18
143,16
365,18
105,16
220,16
112,15
140,15
335,15
144,14
203,14
400,14
247,17
115,16
230,17
268,17
388,18
120,17
343,17
291,15
344,19
396,21
282,20
183,19
373,18
371,17
104,15
349,17
377,18
325,18
395,18
157,18
110,17
386,17
152,16
244,16
254,16
314,17
337,17
362,17
132,16
101,16
136,16
877,15
260,14
201,13
211,14
361,16
271,14
628,15
188,15
189,16
398,16
538,16
340,15
186,15
292,15
731,16
209,16
192,15
235,15
404,15
642,16
866,16
315,17
370,17
202,16
313,16
380,16
196,17
278,17
286,17
320,18
410,19
225,18
329,19
402,19
612,21
227,20
280,22
336,22
289,21
332,24
573,24
578,25
855,24
290,23
257,22
261,22
887,21
229,20
339,22
462,22
631,22
269,21
515,21
738,21
226,22
309,22
338,23
442,22
812,22
853,23
300,22
409,22
474,22
354,22
422,22
651,21
761,20
248,19
324,19
545,19
769,19
243,18
295,22
881,22
223,22
592,22
252,21
236,20
342,20
593,20
713,21
217,20
253,20
525,20
607,21
297,20
736,20
364,19
408,22
871,22
218,21
341,21
351,20
288,19
389,22
498,22
256,21
273,22
857,26
265,25
368,25
221,24
360,23
513,26
272,25
488,25
716,25
469,26
760,28
239,27
242,28
682,28
696,27
228,27
330,26
611,26
900,26
310,31
397,31
384,30
245,29
296,31
390,31
333,30
366,32
251,31
277,31
574,31
755,34
318,35
287,33
730,33
356,32
662,33
804,35
238,34
406,34
323,33
372,33
405,34
584,34
266,36
279,34
475,34
219,32
222,33
347,34
387,35
570,33
382,32
357,31
845,31
403,31
263,30
350,27
391,32
497,32
231,30
308,31
367,30
250,29
259,29
392,31
746,32
781,33
426,33
575,36
657,36
284,34
374,34
427,34
437,36
334,35
358,35
649,37
274,35
359,37
249,36
275,36
348,39
306,39
706,39
672,40
752,38
304,37
355,37
385,41
331,40
718,40
506,39
811,42
379,42
216,41
307,43
322,43
240,43
352,46
581,52
589,54
750,54
234,53
491,56
860,56
299,62
312,62
399,62
419,61
557,61
328,61
856,63
369,62
255,63
298,63
363,66
880,72
311,71
652,73
543,73
726,78
533,75
778,74
668,77
548,75
670,77
678,77
472,74
829,73
411,70
554,69
663,72
840,68
789,67
846,67
874,69
801,67
824,68
418,67
