cost: 6384
33,1
9,2
18,1
95,1
90,2
65,1
78,1
51,2
57,2
19,1
67,1
88,2
92,2
13,2
16,1
8,2
83,2
76,2
3,2
17,1
25,1
80,1
54,2
44,1
114,1
40,1
56,2
32,1
96,1
118,1
159,1
74,2
147,2
4,2
31,1
28,1
39,2
149,2
36,1
99,1
6,2
41,2
126,1
23,2
30,2
61,1
94,2
100,2
12,2
27,1
49,1
10,1
14,1
89,2
154,2
43,1
7,0
72,0
84,2
87,2
37,2
69,1
155,1
21,2
63,2
86,1
129,1
64,1
71,1
175,1
34,0
79,1
66,2
173,2
172,2
35,1
97,1
176,1
146,2
158,1
42,2
93,1
82,2
59,2
1,2
52,1
53,1
26,2
127,1
91,2
178,2
121,2
73,1
68,2
206,0
2,1
22,1
11,2
70,2
133,1
103,2
161,2
167,2
50,2
168,2
45,2
48,2
60,2
145,1
85,1
107,1
123,1
122,2
47,1
125,1
190,1
191,1
46,2
75,1
102,1
109,1
128,1
58,2
15,1
138,2
162,1
150,1
20,1
77,2
166,2
81,1
208,2
38,1
98,2
156,2
29,2
55,2
24,0
194,1
5,2
62,1
119,2
182,2
124,2
135,1
165,1
170,1
179,1
180,1
204,2
139,2
169,1
210,2
185,1
106,2
241,1
321,1
326,1
177,2
137,1
401,1
153,2
184,2
215,2
293,2
171,2
246,1
301,1
142,1
193,1
195,1
212,1
163,2
283,2
294,2
346,2
207,2
200,1
258,1
224,2
264,1
393,1
394,2
181,2
353,1
160,2
113,2
262,1
130,0
198,0
302,2
164,2
327,1
375,0
117,0
276,1
376,1
111,2
197,1
303,1
233,2
270,2
345,2
151,2
174,2
213,0
316,1
378,1
383,0
108,2
141,1
267,1
281,2
116,1
134,1
148,1
199,2
205,2
305,1
285,2
319,2
317,2
381,1
131,1
214,1
187,2
232,2
237,0
407,2
143,1
365,2
105,1
220,0
112,2
140,2
335,1
144,1
203,1
400,1
247,2
115,2
230,2
268,2
388,1
120,2
343,1
291,1
344,1
396,2
282,0
183,2
373,2
371,2
104,2
349,0
377,2
325,1
395,1
157,1
110,1
386,2
152,1
244,1
254,2
314,1
337,2
362,2
132,1
101,0
136,1
877,2
260,2
201,0
211,1
361,1
271,2
628,1
188,2
189,1
398,0
538,1
340,2
186,2
292,1
731,2
209,2
192,2
235,2
404,1
642,1
866,1
315,2
370,2
202,2
313,2
380,0
196,2
278,1
286,1
320,1
410,1
225,2
329,2
402,2
612,2
227,2
280,1
336,1
289,2
332,2
573,1
578,1
855,1
290,2
257,2
261,0
887,0
229,2
339,2
462,2
631,2
269,0
515,2
738,1
226,2
309,2
338,1
442,2
812,2
853,1
300,2
409,2
474,2
354,2
422,1
651,0
761,0
248,2
324,2
545,1
769,1
243,2
295,0
881,1
223,2
592,1
252,2
236,1
342,0
593,1
713,0
217,2
253,1
525,2
607,0
297,2
736,2
364,2
408,2
871,2
218,1
341,0
351,1
288,2
389,2
498,2
256,2
273,1
857,1
265,2
368,2
221,2
360,2
513,2
272,1
488,1
716,1
469,2
760,1
239,2
242,2
682,2
696,2
228,2
330,2
611,1
900,2
310,2
397,2
384,2
245,2
296,2
390,2
333,2
366,1
251,2
277,2
574,1
755,1
318,1
287,2
730,1
356,2
662,2
804,2
238,1
406,2
323,0
372,0
405,2
584,1
266,2
279,0
475,1
219,2
222,1
347,1
387,1
570,2
382,0
357,2
845,0
403,2
263,2
350,1
391,2
497,0
231,2
308,2
367,1
250,1
259,1
392,1
746,1
781,1
426,2
575,1
657,1
284,2
374,1
427,1
437,1
334,2
358,2
649,2
274,2
359,1
249,1
275,1
348,2
306,0
706,1
672,1
752,1
304,2
355,0
385,2
331,0
718,2
506,2
811,2
379,1
216,2
307,2
322,1
240,2
352,1
581,1
589,1
750,1
234,2
491,2
860,1
299,1
312,1
399,2
419,0
557,2
328,2
856,1
369,2
255,2
298,2
363,2
880,2
311,2
652,2
543,0
726,2
533,2
778,2
668,1
548,2
670,1
678,1
472,0
829,0
411,0
554,1
663,1
840,1
789,1
846,1
874,1
801,1
824,2
418,2
562,0
888,2
658,1
797,0
825,2
906,0
492,1
534,2
747,1
510,1
461,1
905,1
679,1
483,1
517,2
490,1
708,1
479,1
481,2
582,2
735,2
535,1
802,2
907,1
686,1
647,2
724,1
561,1
449,1
467,1
690,1
889,1
596,1
599,1
890,1
660,1
712,1
792,1
819,1
440,0
699,1
473,0
745,1
643,2
684,1
791,1
893,1
613,1
831,1
523,2
448,2
514,2
572,2
798,2
618,1
432,2
